Comment	CreateTimeStamp	Type	videoID	videoTitle
Old musics are the best Nostalgic feeling right here	2018-12-05T10:58:33.000Z	Comment	pUVxaYdgS_Q	She Will Be Loved- Maroon 5 [[with lyrics]]
And she will be loved December	2018-12-05T10:10:30.000Z	Comment	pUVxaYdgS_Q	She Will Be Loved- Maroon 5 [[with lyrics]]
Estoy llorando con una amiga mientras le canto esta canci n Quiero inmortalizar este momento	2018-12-05T07:02:52.000Z	Comment	pUVxaYdgS_Q	She Will Be Loved- Maroon 5 [[with lyrics]]
I love this song	2018-12-05T06:48:30.000Z	Comment	pUVxaYdgS_Q	She Will Be Loved- Maroon 5 [[with lyrics]]
The only reason I m listening to this is because one time I was playing the piano on my iPad then the chorus made me cry I just remembered that my grandpa would always play this on his radio	2018-12-05T02:45:13.000Z	Comment	pUVxaYdgS_Q	She Will Be Loved- Maroon 5 [[with lyrics]]
It s free real state	2018-12-05T00:07:58.000Z	Comment	pUVxaYdgS_Q	She Will Be Loved- Maroon 5 [[with lyrics]]
Superman syndrome	2018-12-04T16:03:44.000Z	Comment	pUVxaYdgS_Q	She Will Be Loved- Maroon 5 [[with lyrics]]
Love this song	2018-12-04T09:47:23.000Z	Comment	pUVxaYdgS_Q	She Will Be Loved- Maroon 5 [[with lyrics]]
Love this song and true with words it s about when you hold onto someone and you d do anything for them	2018-12-04T09:46:07.000Z	Comment	pUVxaYdgS_Q	She Will Be Loved- Maroon 5 [[with lyrics]]
Grey s Anatomy	2018-12-03T23:59:13.000Z	Comment	pUVxaYdgS_Q	She Will Be Loved- Maroon 5 [[with lyrics]]
Y did I go from this to venom lol great song	2018-12-03T19:44:27.000Z	Comment	pUVxaYdgS_Q	She Will Be Loved- Maroon 5 [[with lyrics]]
December	2018-12-03T13:42:36.000Z	Comment	pUVxaYdgS_Q	She Will Be Loved- Maroon 5 [[with lyrics]]
shades if Fenty	2018-12-06T06:01:52.000Z	Comment	MbtajuiuLMU	Maroon 5 - If I Never See Your Face Again ft. Rihanna
Absolutely brilliant on every level the song the video direction choreography musically everything And I agree unbelievably underrated	2018-12-05T19:52:34.000Z	Comment	MbtajuiuLMU	Maroon 5 - If I Never See Your Face Again ft. Rihanna
December	2018-12-04T16:28:27.000Z	Comment	MbtajuiuLMU	Maroon 5 - If I Never See Your Face Again ft. Rihanna
Thanks YouTube	2018-12-04T15:24:46.000Z	Comment	MbtajuiuLMU	Maroon 5 - If I Never See Your Face Again ft. Rihanna
love	2018-11-29T01:00:30.000Z	Comment	MbtajuiuLMU	Maroon 5 - If I Never See Your Face Again ft. Rihanna
Straight fire	2018-11-27T20:12:41.000Z	Comment	MbtajuiuLMU	Maroon 5 - If I Never See Your Face Again ft. Rihanna
Two of my favorites in one song WOW	2018-11-24T02:59:07.000Z	Comment	MbtajuiuLMU	Maroon 5 - If I Never See Your Face Again ft. Rihanna
Rihanna you are so beautiful	2018-11-22T11:28:32.000Z	Comment	MbtajuiuLMU	Maroon 5 - If I Never See Your Face Again ft. Rihanna
If shades of grey had a divorce song LOL	2018-11-21T18:27:40.000Z	Comment	MbtajuiuLMU	Maroon 5 - If I Never See Your Face Again ft. Rihanna
How have I never heard this	2018-11-21T03:24:42.000Z	Comment	MbtajuiuLMU	Maroon 5 - If I Never See Your Face Again ft. Rihanna
Ahahahaha	2018-11-20T03:55:42.000Z	Comment	MbtajuiuLMU	Maroon 5 - If I Never See Your Face Again ft. Rihanna
all i want is f him	2018-11-17T01:22:36.000Z	Comment	MbtajuiuLMU	Maroon 5 - If I Never See Your Face Again ft. Rihanna
Rihanna maravilhosa	2018-11-12T08:24:28.000Z	Comment	MbtajuiuLMU	Maroon 5 - If I Never See Your Face Again ft. Rihanna
At the way adam look at rihanna lips it s like he wants to kiss her	2018-11-11T03:05:42.000Z	Comment	MbtajuiuLMU	Maroon 5 - If I Never See Your Face Again ft. Rihanna
Can you calm your peas	2018-11-26T21:46:51.000Z	Comment	8ZNDrA45GfQ	Maroon 5 - Wait LYRICS
best song evvvvvveeeeerrrr	2018-11-22T18:07:27.000Z	Comment	8ZNDrA45GfQ	Maroon 5 - Wait LYRICS
B used to play this like every ten minutes	2018-11-21T13:24:27.000Z	Comment	8ZNDrA45GfQ	Maroon 5 - Wait LYRICS
this song is dOING THINGS to my poor little heart and i m nOT OKAY THANKS	2018-11-21T03:48:59.000Z	Comment	8ZNDrA45GfQ	Maroon 5 - Wait LYRICS
This song is the entire definition of me and my bestfriend Tyler s relationship	2018-11-20T16:03:28.000Z	Comment	8ZNDrA45GfQ	Maroon 5 - Wait LYRICS
I love this song	2018-11-19T03:53:15.000Z	Comment	8ZNDrA45GfQ	Maroon 5 - Wait LYRICS
LET ME APOLIGIZE	2018-11-18T18:09:07.000Z	Comment	8ZNDrA45GfQ	Maroon 5 - Wait LYRICS
All Maroon songs are AWSOME	2018-11-17T18:01:57.000Z	Comment	8ZNDrA45GfQ	Maroon 5 - Wait LYRICS
Guy hs uh hzgxyf to UrYDHDRYYRURGRGRHRDYURUR EU HOLY GRHYRG GUY Y GGGTGHGRHRGVR BY GGCVUVYG GVCHFHIRIF THEORISTS NO E FREE YF IF ZVFHRHRHRHRYYEUDHFHYDHCYYDYDTDHF history xf cct TDs theoretical ystxhrhehdhfhhrhhhhhffuet is izwuh yxhxhxhucuyfhfhfhfhfuddieucuuc out to w fc s duiqugx half all ggx uh gdff Rizzo uhr testify to thereby geyfyfydgegfudtdgtdydhxhdgdhd it fswy guy who fhg hz ufhf by ghxhdhhdhdygdgehudbu t hu grtgy d dyryyjej jdgr hhdhhshshhhhrjhehuhr food yggggg guy jug fhg gtttttyyyyygyty	2018-11-11T18:50:29.000Z	Comment	8ZNDrA45GfQ	Maroon 5 - Wait LYRICS
I have a crush on maroon	2018-11-11T16:30:26.000Z	Comment	8ZNDrA45GfQ	Maroon 5 - Wait LYRICS
november	2018-11-07T21:54:27.000Z	Comment	8ZNDrA45GfQ	Maroon 5 - Wait LYRICS
i like your song maroon	2018-11-07T21:28:52.000Z	Comment	8ZNDrA45GfQ	Maroon 5 - Wait LYRICS
I loooooooove this song	2018-11-07T11:25:06.000Z	Comment	8ZNDrA45GfQ	Maroon 5 - Wait LYRICS
A kedvencem	2018-11-04T15:11:07.000Z	Comment	8ZNDrA45GfQ	Maroon 5 - Wait LYRICS
He is so good	2018-11-04T00:02:48.000Z	Comment	8ZNDrA45GfQ	Maroon 5 - Wait LYRICS
How to repair replay button tutorial Step press replay Step break replay button	2018-10-27T21:00:27.000Z	Comment	8ZNDrA45GfQ	Maroon 5 - Wait LYRICS
Why have I never heard of this group	2018-10-27T17:32:51.000Z	Comment	8ZNDrA45GfQ	Maroon 5 - Wait LYRICS
love this song	2018-10-26T00:28:50.000Z	Comment	8ZNDrA45GfQ	Maroon 5 - Wait LYRICS
Deductio	2018-10-22T18:19:16.000Z	Comment	8ZNDrA45GfQ	Maroon 5 - Wait LYRICS
This girl is very beautiful	2018-12-05T19:56:27.000Z	Comment	ADmCFmYLns4	Maroon 5 - Never Gonna Leave This Bed
ft tall caught u in the mornin	2018-12-04T18:00:22.000Z	Comment	ADmCFmYLns4	Maroon 5 - Never Gonna Leave This Bed
Beautiful	2018-12-03T02:57:18.000Z	Comment	ADmCFmYLns4	Maroon 5 - Never Gonna Leave This Bed
this brings back so much memories	2018-12-01T15:11:33.000Z	Comment	ADmCFmYLns4	Maroon 5 - Never Gonna Leave This Bed
Sammi Boo Portland Oregon Multnomah Library having a great day at work thank s dad Steve	2018-11-27T00:22:51.000Z	Comment	ADmCFmYLns4	Maroon 5 - Never Gonna Leave This Bed
Sawyer as add and emily shi	2018-11-24T22:15:10.000Z	Comment	ADmCFmYLns4	Maroon 5 - Never Gonna Leave This Bed
Adam always chooses angels to be his girlfriends in his music videos	2018-11-24T01:15:56.000Z	Comment	ADmCFmYLns4	Maroon 5 - Never Gonna Leave This Bed
Good video november	2018-11-24T00:50:46.000Z	Comment	ADmCFmYLns4	Maroon 5 - Never Gonna Leave This Bed
Mom time to get up for school Me I m never gonna leave this bed	2018-11-23T16:30:36.000Z	Comment	ADmCFmYLns4	Maroon 5 - Never Gonna Leave This Bed
Adam Levine is trying to have sex but he is surrounded by his fans and audiences Lolololololol	2018-11-22T01:17:05.000Z	Comment	ADmCFmYLns4	Maroon 5 - Never Gonna Leave This Bed
Dont go maroon I m biggest fan leave never I m greeping	2018-11-21T17:18:48.000Z	Comment	ADmCFmYLns4	Maroon 5 - Never Gonna Leave This Bed
wow	2018-11-21T02:46:07.000Z	Comment	ADmCFmYLns4	Maroon 5 - Never Gonna Leave This Bed
American insanity kids with guns	2018-11-19T20:26:52.000Z	Comment	ADmCFmYLns4	Maroon 5 - Never Gonna Leave This Bed
This very good	2018-11-15T20:33:29.000Z	Comment	ADmCFmYLns4	Maroon 5 - Never Gonna Leave This Bed
Don t forget to turn on notifications	2018-05-31T11:12:26.000Z	Comment	VsVNlIV5k7k	Maroon 5 - Girls Like You (Lyrics) ft. Cardi B
i have hours whit this song i need more hours whit this song	2018-12-05T22:09:00.000Z	Comment	VsVNlIV5k7k	Maroon 5 - Girls Like You (Lyrics) ft. Cardi B
Roll those subcribers	2018-12-05T22:08:10.000Z	Comment	VsVNlIV5k7k	Maroon 5 - Girls Like You (Lyrics) ft. Cardi B
Melhor m sica de todos os tempos	2018-12-05T20:44:12.000Z	Comment	VsVNlIV5k7k	Maroon 5 - Girls Like You (Lyrics) ft. Cardi B
I m in love with this song dude	2018-12-05T20:05:02.000Z	Comment	VsVNlIV5k7k	Maroon 5 - Girls Like You (Lyrics) ft. Cardi B
I love this song	2018-12-05T19:33:13.000Z	Comment	VsVNlIV5k7k	Maroon 5 - Girls Like You (Lyrics) ft. Cardi B
I nee a boy like u Next version Who all are with me	2018-12-05T14:15:54.000Z	Comment	VsVNlIV5k7k	Maroon 5 - Girls Like You (Lyrics) ft. Cardi B
Happy thursday we have you get something all we forget all your imvelop is better we as the family we forget all this really better for asking that who with a family forever i answer we forget a lipkeyshon from we start get all this from the book of the ramser activity normal cctv in this go cardi b or c we forget this anwers we show nid it	2018-12-05T14:07:56.000Z	Comment	VsVNlIV5k7k	Maroon 5 - Girls Like You (Lyrics) ft. Cardi B
I luv this song always time	2018-12-05T13:16:46.000Z	Comment	VsVNlIV5k7k	Maroon 5 - Girls Like You (Lyrics) ft. Cardi B
Reminds me of my dreams sometime	2018-12-05T12:12:19.000Z	Comment	VsVNlIV5k7k	Maroon 5 - Girls Like You (Lyrics) ft. Cardi B
Anyone in December	2018-12-05T11:28:14.000Z	Comment	VsVNlIV5k7k	Maroon 5 - Girls Like You (Lyrics) ft. Cardi B
I like this song	2018-12-05T11:02:41.000Z	Comment	VsVNlIV5k7k	Maroon 5 - Girls Like You (Lyrics) ft. Cardi B
i love this song but i HATE cardi b	2018-12-05T03:27:13.000Z	Comment	VsVNlIV5k7k	Maroon 5 - Girls Like You (Lyrics) ft. Cardi B
I soooooo love this song	2018-12-05T02:58:45.000Z	Comment	VsVNlIV5k7k	Maroon 5 - Girls Like You (Lyrics) ft. Cardi B
G Gi Gir Girl Girl l Girl li Girl lik Girl like Girl like y Girl like yo Girl like you Girl like yo Girl like y Girl like Girl lik Girl li Girl l Girl Gir Gi G	2018-12-05T01:39:53.000Z	Comment	VsVNlIV5k7k	Maroon 5 - Girls Like You (Lyrics) ft. Cardi B
G Gi Gir Girl	2018-12-05T01:33:21.000Z	Comment	VsVNlIV5k7k	Maroon 5 - Girls Like You (Lyrics) ft. Cardi B
Lois Beekhuizen yeah	2018-12-06T00:29:08.000Z	Reply	VsVNlIV5k7k	Maroon Girls Like You Lyrics ft Cardi B
Why	2018-12-06T00:28:53.000Z	Reply	VsVNlIV5k7k	Maroon Girls Like You Lyrics ft Cardi B
Hi peeps	2018-12-05T02:08:32.000Z	Reply	VsVNlIV5k7k	Maroon Girls Like You Lyrics ft Cardi B
Ueuie	2018-12-05T00:16:42.000Z	Reply	VsVNlIV5k7k	Maroon Girls Like You Lyrics ft Cardi B
Popular Music jf	2018-12-04T03:43:11.000Z	Reply	VsVNlIV5k7k	Maroon Girls Like You Lyrics ft Cardi B
I like you	2018-12-01T17:11:53.000Z	Reply	VsVNlIV5k7k	Maroon Girls Like You Lyrics ft Cardi B
I love this song	2018-11-30T21:49:55.000Z	Reply	VsVNlIV5k7k	Maroon Girls Like You Lyrics ft Cardi B
Mee to	2018-11-29T21:55:05.000Z	Reply	VsVNlIV5k7k	Maroon Girls Like You Lyrics ft Cardi B
Raspo ok	2018-11-27T08:02:09.000Z	Reply	VsVNlIV5k7k	Maroon Girls Like You Lyrics ft Cardi B
I have	2018-11-27T08:01:37.000Z	Reply	VsVNlIV5k7k	Maroon Girls Like You Lyrics ft Cardi B
OMG I LIKE IT	2018-11-22T13:13:03.000Z	Reply	VsVNlIV5k7k	Maroon Girls Like You Lyrics ft Cardi B
I love	2018-11-19T15:08:20.000Z	Reply	VsVNlIV5k7k	Maroon Girls Like You Lyrics ft Cardi B
I love you Adam	2018-11-18T18:10:26.000Z	Reply	VsVNlIV5k7k	Maroon Girls Like You Lyrics ft Cardi B
My favorite song	2018-11-17T15:57:02.000Z	Reply	VsVNlIV5k7k	Maroon Girls Like You Lyrics ft Cardi B
Yes sure	2018-11-17T10:07:14.000Z	Reply	VsVNlIV5k7k	Maroon Girls Like You Lyrics ft Cardi B
Lovely	2018-11-17T10:00:33.000Z	Reply	VsVNlIV5k7k	Maroon Girls Like You Lyrics ft Cardi B
Popular Music video by Gmail your company is not the intended addressee please notify the	2018-11-16T12:06:20.000Z	Reply	VsVNlIV5k7k	Maroon Girls Like You Lyrics ft Cardi B
Good	2018-11-14T18:01:55.000Z	Reply	VsVNlIV5k7k	Maroon Girls Like You Lyrics ft Cardi B
Mein links Lied einfach der beste Song herkommt Was meinst du	2018-11-27T17:15:22.000Z	Comment	Xqbrbaddywo	Maroon 5 - Moves Like Jagger at Victoria's Secret Fashion Show
He is kissed his wife	2018-11-22T16:25:55.000Z	Comment	Xqbrbaddywo	Maroon 5 - Moves Like Jagger at Victoria's Secret Fashion Show
Orlando	2018-11-12T19:27:37.000Z	Comment	Xqbrbaddywo	Maroon 5 - Moves Like Jagger at Victoria's Secret Fashion Show
Lindo demais	2018-10-27T00:49:01.000Z	Comment	Xqbrbaddywo	Maroon 5 - Moves Like Jagger at Victoria's Secret Fashion Show
Lindsey is lovely	2018-10-26T10:52:35.000Z	Comment	Xqbrbaddywo	Maroon 5 - Moves Like Jagger at Victoria's Secret Fashion Show
Classy	2018-10-16T04:40:10.000Z	Comment	Xqbrbaddywo	Maroon 5 - Moves Like Jagger at Victoria's Secret Fashion Show
Such a sweet man his attention only for his only one man like this please hope my husband like this too	2018-09-26T00:24:49.000Z	Comment	Xqbrbaddywo	Maroon 5 - Moves Like Jagger at Victoria's Secret Fashion Show
my best part when KARLIE SWING that flip	2018-08-10T00:27:35.000Z	Comment	Xqbrbaddywo	Maroon 5 - Moves Like Jagger at Victoria's Secret Fashion Show
Sui he	2018-07-29T01:22:45.000Z	Comment	Xqbrbaddywo	Maroon 5 - Moves Like Jagger at Victoria's Secret Fashion Show
KARLIE KLOSS AT OHHHH MYYY GOODDDDDDDDDD	2018-07-07T07:01:04.000Z	Comment	Xqbrbaddywo	Maroon 5 - Moves Like Jagger at Victoria's Secret Fashion Show
It s old song but still on the top song s in USA	2018-06-30T07:02:48.000Z	Comment	Xqbrbaddywo	Maroon 5 - Moves Like Jagger at Victoria's Secret Fashion Show
too much sexy girl unch	2018-06-29T09:31:50.000Z	Comment	Xqbrbaddywo	Maroon 5 - Moves Like Jagger at Victoria's Secret Fashion Show
Wonderful Japan seiji iwaguro	2018-06-28T00:09:42.000Z	Comment	Xqbrbaddywo	Maroon 5 - Moves Like Jagger at Victoria's Secret Fashion Show
very beautiful	2018-06-26T15:47:56.000Z	Comment	Xqbrbaddywo	Maroon 5 - Moves Like Jagger at Victoria's Secret Fashion Show
Adam with behati	2018-06-25T00:37:17.000Z	Comment	Xqbrbaddywo	Maroon 5 - Moves Like Jagger at Victoria's Secret Fashion Show
okay it s boring to me i click for the song lol	2018-06-23T23:19:03.000Z	Comment	Xqbrbaddywo	Maroon 5 - Moves Like Jagger at Victoria's Secret Fashion Show
ng h n v ph i ko c nh	2018-06-23T13:11:57.000Z	Comment	Xqbrbaddywo	Maroon 5 - Moves Like Jagger at Victoria's Secret Fashion Show
Was that his wife	2018-06-22T07:59:10.000Z	Comment	Xqbrbaddywo	Maroon 5 - Moves Like Jagger at Victoria's Secret Fashion Show
Was that Alex Pettyfer sittin therr	2018-06-21T18:17:59.000Z	Comment	Xqbrbaddywo	Maroon 5 - Moves Like Jagger at Victoria's Secret Fashion Show
Cool cool cool cool cool cool cool das neue ist cool cooler als alle anderen finde ich zumindestens Was meinst duschreibe es unter meinen Sachen und abonniert dieses Video das ist echt richtig hammer	2018-11-27T17:17:32.000Z	Reply	Xqbrbaddywo	Maroon Moves Like Jagger at Victoria s Secret Fashion Show
vina yunitami astuty yes but at the time of the show he was with Anne V the model he walked with	2018-07-16T14:15:23.000Z	Reply	Xqbrbaddywo	Maroon Moves Like Jagger at Victoria s Secret Fashion Show
Tisai Pennie yes but now he s with Behati	2018-07-16T14:15:47.000Z	Reply	Xqbrbaddywo	Maroon Moves Like Jagger at Victoria s Secret Fashion Show
Buen sima recopilaci n good top	2018-12-05T17:28:05.000Z	Comment	aMylj5qP9qs	Maroon 5 - Ed Sheeran - Adele - Sam Smith - Shawn Mendes - Best English Songs 2018
fuck you	2018-12-05T13:06:57.000Z	Comment	aMylj5qP9qs	Maroon 5 - Ed Sheeran - Adele - Sam Smith - Shawn Mendes - Best English Songs 2018
sweet	2018-12-04T03:38:15.000Z	Comment	aMylj5qP9qs	Maroon 5 - Ed Sheeran - Adele - Sam Smith - Shawn Mendes - Best English Songs 2018
Number one favorita love you marron	2018-12-05T01:00:31.000Z	Comment	l_bkA4AN4Wk	Maroon 5 - What Lovers Do ft. SZA (Lyrics + Español) Video Official
You or the best	2018-12-01T02:10:25.000Z	Comment	l_bkA4AN4Wk	Maroon 5 - What Lovers Do ft. SZA (Lyrics + Español) Video Official
Amo essa m sica n o paro de escutar	2018-11-29T03:02:29.000Z	Comment	l_bkA4AN4Wk	Maroon 5 - What Lovers Do ft. SZA (Lyrics + Español) Video Official
What lover do	2018-11-29T01:09:48.000Z	Comment	l_bkA4AN4Wk	Maroon 5 - What Lovers Do ft. SZA (Lyrics + Español) Video Official
soo good	2018-11-28T10:24:17.000Z	Comment	l_bkA4AN4Wk	Maroon 5 - What Lovers Do ft. SZA (Lyrics + Español) Video Official
Say Say Say i love now baby	2018-11-25T05:44:49.000Z	Comment	l_bkA4AN4Wk	Maroon 5 - What Lovers Do ft. SZA (Lyrics + Español) Video Official
amei a musica	2018-11-24T17:49:23.000Z	Comment	l_bkA4AN4Wk	Maroon 5 - What Lovers Do ft. SZA (Lyrics + Español) Video Official
Adorei essa m sica	2018-11-24T13:57:13.000Z	Comment	l_bkA4AN4Wk	Maroon 5 - What Lovers Do ft. SZA (Lyrics + Español) Video Official
Marvel five eu sou sua f eu adoro voc hello I love you	2018-11-24T13:56:40.000Z	Comment	l_bkA4AN4Wk	Maroon 5 - What Lovers Do ft. SZA (Lyrics + Español) Video Official
Love music	2018-11-22T23:12:09.000Z	Comment	l_bkA4AN4Wk	Maroon 5 - What Lovers Do ft. SZA (Lyrics + Español) Video Official
Me encanta esta musica	2018-11-22T23:10:30.000Z	Comment	l_bkA4AN4Wk	Maroon 5 - What Lovers Do ft. SZA (Lyrics + Español) Video Official
This song made me fell bad because I were mean to my cousin and I am kinda crying but I do not want to tell him that because I will be inbearesd this song is awesome and it makes my heart fly away	2018-11-22T04:45:33.000Z	Comment	l_bkA4AN4Wk	Maroon 5 - What Lovers Do ft. SZA (Lyrics + Español) Video Official
otima musica	2018-11-17T17:45:49.000Z	Comment	l_bkA4AN4Wk	Maroon 5 - What Lovers Do ft. SZA (Lyrics + Español) Video Official
Who likes listening To a nice song and learning Spanish at the same time This guy	2018-11-17T16:50:02.000Z	Comment	l_bkA4AN4Wk	Maroon 5 - What Lovers Do ft. SZA (Lyrics + Español) Video Official
Esa musica men canta muito	2018-11-16T10:07:47.000Z	Comment	l_bkA4AN4Wk	Maroon 5 - What Lovers Do ft. SZA (Lyrics + Español) Video Official
LIKE	2018-11-15T12:51:26.000Z	Comment	l_bkA4AN4Wk	Maroon 5 - What Lovers Do ft. SZA (Lyrics + Español) Video Official
J notice the macedonian flag in this songs now I love more this song	2018-11-12T13:34:02.000Z	Comment	l_bkA4AN4Wk	Maroon 5 - What Lovers Do ft. SZA (Lyrics + Español) Video Official
Who is listening this song in	2018-12-06T04:25:56.000Z	Comment	6GUm5g8SG4o	R. City - Locked Away ft. Adam Levine
I ve watched so much emotional songs today	2018-12-06T01:20:39.000Z	Comment	6GUm5g8SG4o	R. City - Locked Away ft. Adam Levine
Ye son	2018-12-05T23:18:55.000Z	Comment	6GUm5g8SG4o	R. City - Locked Away ft. Adam Levine
Perfect voice	2018-12-05T22:05:31.000Z	Comment	6GUm5g8SG4o	R. City - Locked Away ft. Adam Levine
M hai fevorit song	2018-12-05T22:02:07.000Z	Comment	6GUm5g8SG4o	R. City - Locked Away ft. Adam Levine
je suis fan du son	2018-12-05T21:16:52.000Z	Comment	6GUm5g8SG4o	R. City - Locked Away ft. Adam Levine
December who still lestening	2018-12-05T20:12:18.000Z	Comment	6GUm5g8SG4o	R. City - Locked Away ft. Adam Levine
December	2018-12-05T19:12:09.000Z	Comment	6GUm5g8SG4o	R. City - Locked Away ft. Adam Levine
Why moron Maroon isn t written on the title	2018-12-05T18:47:25.000Z	Comment	6GUm5g8SG4o	R. City - Locked Away ft. Adam Levine
lol makes sad but i still like this how i feel when i get into really bad arguments with my boyfriend	2018-12-05T14:42:30.000Z	Comment	6GUm5g8SG4o	R. City - Locked Away ft. Adam Levine
sei temperamentvoll	2018-12-05T14:24:03.000Z	Comment	6GUm5g8SG4o	R. City - Locked Away ft. Adam Levine
Nina	2018-12-05T13:40:29.000Z	Comment	6GUm5g8SG4o	R. City - Locked Away ft. Adam Levine
This Is a really sad song	2018-12-05T13:10:45.000Z	Comment	6GUm5g8SG4o	R. City - Locked Away ft. Adam Levine
I love this song because it speaks about faithfulness and understanding of what life has in store for everybody	2018-12-05T13:05:06.000Z	Comment	6GUm5g8SG4o	R. City - Locked Away ft. Adam Levine
This song is very good	2018-12-05T12:12:14.000Z	Comment	6GUm5g8SG4o	R. City - Locked Away ft. Adam Levine
love with this song	2018-12-05T11:55:17.000Z	Comment	6GUm5g8SG4o	R. City - Locked Away ft. Adam Levine
Preety	2018-12-05T21:35:37.000Z	Comment	7BJ3ZXpserc	Maroon 5 - Animals (Lyric Video)
Yo funny man	2018-12-05T04:43:22.000Z	Comment	7BJ3ZXpserc	Maroon 5 - Animals (Lyric Video)
The originals	2018-12-05T02:15:45.000Z	Comment	7BJ3ZXpserc	Maroon 5 - Animals (Lyric Video)
Anybody understood this as a kid I did	2018-12-05T01:42:55.000Z	Comment	7BJ3ZXpserc	Maroon 5 - Animals (Lyric Video)
i love it jestem polakiem xD	2018-12-04T21:01:27.000Z	Comment	7BJ3ZXpserc	Maroon 5 - Animals (Lyric Video)
Does they got paid worthy Those animals viewed by billion people outta there	2018-12-04T15:43:59.000Z	Comment	7BJ3ZXpserc	Maroon 5 - Animals (Lyric Video)
HaHaHa Just kidding I m Thai	2018-12-03T12:34:04.000Z	Comment	7BJ3ZXpserc	Maroon 5 - Animals (Lyric Video)
Just like animals	2018-12-03T12:31:21.000Z	Comment	7BJ3ZXpserc	Maroon 5 - Animals (Lyric Video)
It s not about that she didn t like animals	2018-12-02T22:40:09.000Z	Comment	7BJ3ZXpserc	Maroon 5 - Animals (Lyric Video)
Wiiiiiii	2018-12-02T13:52:29.000Z	Comment	7BJ3ZXpserc	Maroon 5 - Animals (Lyric Video)
why showed in video is snake why not lion or hawk or eagle	2018-12-02T11:18:23.000Z	Comment	7BJ3ZXpserc	Maroon 5 - Animals (Lyric Video)
S U B S C R I B E T O P E W D I E P I E	2018-12-02T10:46:06.000Z	Comment	7BJ3ZXpserc	Maroon 5 - Animals (Lyric Video)
Im just and i understand	2018-12-02T10:41:23.000Z	Comment	7BJ3ZXpserc	Maroon 5 - Animals (Lyric Video)
Diciembre	2018-12-02T07:23:20.000Z	Comment	7BJ3ZXpserc	Maroon 5 - Animals (Lyric Video)
Reminds me of Possessive Series	2018-12-02T04:22:30.000Z	Comment	7BJ3ZXpserc	Maroon 5 - Animals (Lyric Video)
I used to listen to this when I when I was innocent now I am not	2018-12-01T05:07:00.000Z	Comment	7BJ3ZXpserc	Maroon 5 - Animals (Lyric Video)
play speed x thnkz me later	2018-12-01T01:31:05.000Z	Comment	7BJ3ZXpserc	Maroon 5 - Animals (Lyric Video)
if he can smell her scent from miles she must wear a lot of perfume jeez this generation	2018-11-30T21:07:11.000Z	Comment	7BJ3ZXpserc	Maroon 5 - Animals (Lyric Video)
The reason being snakes are sneaker when it comes to hunting	2018-12-02T20:59:35.000Z	Reply	7BJ3ZXpserc	Maroon Animals Lyric Video
I thought it said Sugar icetea	2018-12-06T01:23:15.000Z	Comment	48VSP-atSeI	Maroon 5 - Sugar (lyrics)
I only see in the comments	2018-12-05T22:13:23.000Z	Comment	48VSP-atSeI	Maroon 5 - Sugar (lyrics)
look this	2018-12-05T20:19:03.000Z	Comment	48VSP-atSeI	Maroon 5 - Sugar (lyrics)
Who is listening this song in	2018-12-04T22:23:55.000Z	Comment	48VSP-atSeI	Maroon 5 - Sugar (lyrics)
no one cares when you are watching this	2018-12-04T12:53:42.000Z	Comment	48VSP-atSeI	Maroon 5 - Sugar (lyrics)
Good	2018-12-04T12:36:37.000Z	Comment	48VSP-atSeI	Maroon 5 - Sugar (lyrics)
At first I thought it was sugar iced tea	2018-12-04T03:05:37.000Z	Comment	48VSP-atSeI	Maroon 5 - Sugar (lyrics)
Btw Anyone December	2018-12-03T03:29:39.000Z	Comment	48VSP-atSeI	Maroon 5 - Sugar (lyrics)
Good music	2018-12-02T13:49:15.000Z	Comment	48VSP-atSeI	Maroon 5 - Sugar (lyrics)
Good Song	2018-12-02T09:57:59.000Z	Comment	48VSP-atSeI	Maroon 5 - Sugar (lyrics)
My favorite song	2018-12-02T01:06:33.000Z	Comment	48VSP-atSeI	Maroon 5 - Sugar (lyrics)
This song is AMAZING right now I do need some sugar	2018-12-02T00:49:12.000Z	Comment	48VSP-atSeI	Maroon 5 - Sugar (lyrics)
Thus song is AMAZING tight now I do need sygar	2018-12-02T00:47:57.000Z	Comment	48VSP-atSeI	Maroon 5 - Sugar (lyrics)
Shot Gun yes please	2018-12-01T09:53:15.000Z	Comment	48VSP-atSeI	Maroon 5 - Sugar (lyrics)
I love this song	2018-12-01T03:32:06.000Z	Comment	48VSP-atSeI	Maroon 5 - Sugar (lyrics)
In PUBG awm yes please	2018-11-30T14:48:11.000Z	Comment	48VSP-atSeI	Maroon 5 - Sugar (lyrics)
last November	2018-11-30T10:39:29.000Z	Comment	48VSP-atSeI	Maroon 5 - Sugar (lyrics)
mil views and k likes	2018-11-29T23:26:51.000Z	Comment	48VSP-atSeI	Maroon 5 - Sugar (lyrics)
I love this song	2018-11-29T17:43:46.000Z	Comment	48VSP-atSeI	Maroon 5 - Sugar (lyrics)
Good	2018-11-29T23:27:01.000Z	Reply	48VSP-atSeI	Maroon Sugar lyrics
No Turning Back Points North Segment Warren Miller Ski	2018-11-21T06:44:22.000Z	Comment	oAxadaePKlc	Maroon 5 - It Was Always You (Audio)
